Category,Competition Date,Competition Title,FIRST,Final,LAST,Nation,Points,Qualification,Rank,StartNr,Semifinal,Qualification 1,Qualification 2
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Thais Makino,,SHIRAIWA,BRA,73.2,,76,83.0,,"16+67.,16+67.","20 76.,20 76."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Anna,,BROZEK,POL,76.75,,77,42.0,,"16 75.,16 75.","18+77.,18+77."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Wai-ping,,YU,HKG,78.99,,78,23.0,,"13 80.,13 80.","18+77.,18+77."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Tamara,,ULZHABAYEVA,KAZ,79.0,,79,51.0,,"13+78.,13+78.","18 79.,18 79."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Patrycja,,CHUDZIAK,POL,80.23,,80,31.0,,"13+78.,13+78.","16+82.,16+82."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Siddhi Shekhar,,MANERIKAR,IND,83.2,,81,21.0,,"13 80.,13 80.","15+86.,15+86."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Assel,,MARLENOVA,KAZ,83.5,,82,3.0,,"12+82.,12+82.","16 83.,16 83."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Roxy,,PERRY,AUS,83.5,,82,91.0,,"12+82.,12+82.","16 83.,16 83."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Arantza,,LUNA VELASCO,MEX,83.88,,84,87.0,,"11+86.,11+86.","18 79.,18 79."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jayati,,GADAMSHETTY,IND,84.67,,85,12.0,,"11+86.,11+86.","17+81.,17+81."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,María Fernanda,,GONZÁLEZ RÁMIREZ,MEX,85.99,,86,16.0,,"12 85.,12 85.","14+87.,14+87."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Valeria,,MACIAS FERREIRA,MEX,86.19,,87,7.0,,"12+82.,12+82.","12+89.,12+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Prateeksha,,ARUN,IND,86.22,,88,74.0,,"11+86.,11+86.","16 83.,16 83."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Pratthana,,RAKSACHAT,THA,88.25,,89,27.0,,"11+86.,11+86.","13.5 88.,13.5 88."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jennifer Marie,,DE LA TORRE,MEX,89.99,,90,77.0,,"11+86.,11+86.","12 91.,12 91."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Dhanshri,,LEKURWALA,IND,89.99,,90,64.0,,"11+86.,11+86.","12 91.,12 91."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sarah,,TETZLAFF,NZL,90.74,,92,69.0,,"8+92.,8+92.","12+89.,12+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Adam,34+,ONDRA,CZE,,,1,73.0,37+,"Top1.,Top1.","31 22.,31 22."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Alexander,33+,MEGOS,GER,,,2,5.0,40+,"Top1.,Top1.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jakob,33+,SCHUBERT,AUT,,,3,26.0,30+,"Top1.,Top1.","Top1.,Top1."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Tomoa,30,NARASAKI,JPN,,,4,25.0,38,"Top1.,Top1.","Top1.,Top1."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sean,30,MCCOLL,CAN,,,5,89.0,37+,"31+9.,31+9.","Top1.,Top1."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Stefano,29+,GHISOLFI,ITA,,,6,92.0,29+,"28+18.,28+18.","Top1.,Top1."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Kai,28+,HARADA,JPN,,,7,16.0,31+,"32+8.,32+8.","Top1.,Top1."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Hannes,27+,PUMAN,SWE,,,8,63.0,29+,"29+11.,29+11.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jakub,,KONECNY,CZE,,,9,7.0,29+,"30+10.,30+10.","32 15.,32 15."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Domen,,SKOFIC,SLO,,,10,87.0,29+,"29 16.,29 16.","31+16.,31+16."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Tim,,REUSER,NED,,,11,65.0,28+,"27 23.,27 23.","31 22.,31 22."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Meichi,,NARASAKI,JPN,,,12,57.0,28+,"28 20.,28 20.","29 30.,29 30."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Dmitrii,,FAKIRYANOV,RUS,,,13,52.0,27+,"Top1.,Top1.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Kokoro,,FUJII,JPN,,,14,22.0,26+,"29+11.,29+11.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Martin,,STRANIK,CZE,,,15,12.0,26+,"27 23.,27 23.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Rudolph,,RUANA,USA,,,16,37.0,26+,"25 33.,25 33.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,William,,BOSI,GBR,,,17,78.0,26+,"27 23.,27 23.","31+16.,31+16."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Hanwool,,KIM,KOR,,,17,4.0,26+,"27 23.,27 23.","31+16.,31+16."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Marcello,,BOMBARDI,ITA,,,19,56.0,26+,"22+46.,22+46.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Martin,,BERGANT,SLO,,,20,72.0,26+,"29+11.,29+11.","27 38.,27 38."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sean,,BAILEY,USA,,,21,85.0,26,"29+11.,29+11.","31 22.,31 22."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Hidemasa,,NISHIDA,JPN,,,22,14.0,26,"26.5 27.,26.5 27.","31+16.,31+16."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sascha,,LEHMANN,SUI,,,23,10.0,25+,"Top1.,Top1.","Top1.,Top1."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jongwon,,CHON,KOR,,,24,21.0,25+,"27+21.,27+21.","31+16.,31+16."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Romain,,DESGRANGES,FRA,,,25,43.0,21+,"33+7.,33+7.","32+7.,32+7."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Vladislav,,SHEVCHENKO,RUS,,,26,8.0,14+,"29+11.,29+11.","28 33.,28 33."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Luka,,POTOCAR,SLO,,,27,51.0,,"28+18.,28+18.","28 33.,28 33."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jernej,,KRUDER,SLO,,,28,70.0,,"27+21.,27+21.","28+31.,28+31."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Keita,,DOHI,JPN,,,29,17.0,,"24+36.,24+36.","31+16.,31+16."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Nathaniel,,COLEMAN,USA,,,30,6.0,,"26+28.,26+28.","30 28.,30 28."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Alberto,,GINÉS LÓPEZ,ESP,,,31,11.0,,"29 16.,29 16.","24 48.,24 48."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Tom,,O'HALLORAN,AUS,,,32,77.0,,"24 39.,24 39.","31 22.,31 22."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jan,,HOJER,GER,,,33,20.0,,"25+31.,25+31.","28 33.,28 33."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Nicolas,,COLLIN,BEL,,,34,54.0,,"24+36.,24+36.","29+29.,29+29."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Evgenii,,ZAZULIN,RUS,,,35,91.0,,"26+28.,26+28.","26+44.,26+44."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jabee,,KIM,KOR,,,36,84.0,,"25+31.,25+31.","27 38.,27 38."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Mikel Asier,,LINACISORO MOLINA,ESP,,,37,99.0,,"25 33.,25 33.","27 38.,27 38."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,YuFei,,PAN,CHN,,,38,74.0,,"20 53.,20 53.","30+26.,30+26."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Michael,,PICCOLRUAZ,ITA,,,39,39.0,,"23+42.,23+42.","27+36.,27+36."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Yannick,,FLOHÉ,GER,,,40,53.0,,"19+56.,19+56.","30+26.,30+26."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Manuel,,CORNU,FRA,,,41,68.0,,"25 33.,25 33.","24+47.,24+47."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Anze,,PEHARC,SLO,,,42,58.0,,"23+42.,23+42.","27 38.,27 38."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Cheung-chi Shoji,,CHAN,HKG,,,43,27.0,,"22 48.,22 48.","27+36.,27+36."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Alex,,KHAZANOV,ISR,,,44,23.0,,"19+56.,19+56.","28+31.,28+31."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,William,,RIDAL,GBR,,,45,88.0,,"24+36.,24+36.","23+51.,23+51."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Yuval,,SHEMLA,ISR,,,46,60.0,,"24 39.,24 39.","24 48.,24 48."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,John,,BROSLER,USA,,,47,3.0,,"23 44.,23 44.","25+45.,25+45."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Nikolai,,IARILOVETS,RUS,,,48,48.0,,"26 30.,26 30.","14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Nimrod,,MARCUS,ISR,,,49,61.0,,"24 39.,24 39.","21 57.,21 57."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Mickael,,MAWEM,FRA,,,50,31.0,,"23 44.,23 44.","23 53.,23 53."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Campbell,,HARRISON,AUS,,,51,29.0,,"19+56.,19+56.","27 38.,27 38."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Rishat,,KHAIBULLIN,KAZ,,,52,66.0,,"19 63.,19 63.","27 38.,27 38."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Loïc,,TIMMERMANS,BEL,,,53,71.0,,"22 48.,22 48.","22+54.,22+54."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Dmitrii,,POPOV,RUS,,,54,41.0,,"19+56.,19+56.","25 46.,25 46."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Zach,,GALLA,USA,,,55,59.0,,"20 53.,20 53.","23+51.,23+51."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Cesar,,GROSSO,BRA,,,56,64.0,,"22+46.,22+46.","18+60.,18+60."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Chi-fung,,AU,HKG,,,57,83.0,,"21+51.,21+51.","19+59.,19+59."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Tomas,,PLEVKO,SVK,,,58,2.0,,"19 63.,19 63.","24 48.,24 48."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Davoud,,REKABI,IRI,,,59,69.0,,"20 53.,20 53.","18+60.,18+60."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Bassa,,MAWEM,FRA,,,60,36.0,,"21+51.,21+51.","14+69.,14+69."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Danny,,VALENCIA,ECU,,,61,94.0,,"22 48.,22 48.","14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Ram,,LEVIN,ISR,,,62,38.0,,"18+66.,18+66.","21+55.,21+55."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Carlos,,GRANJA,ECU,,,63,19.0,,"19+56.,19+56.","18 64.,18 64."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Aleksandr,,SHIKOV,RUS,,,63,15.0,,"19+56.,19+56.","18 64.,18 64."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Singh,,ADARSH,IND,,,65,86.0,,"19+56.,19+56.","16+67.,16+67."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Dohyun,,LEE,KOR,,,66,76.0,,"19 63.,19 63.","16+67.,16+67."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jason,,HOLOWACH,CAN,,,67,97.0,,"18+66.,18+66.","18 64.,18 64."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Or,,MINIELY,ISR,,,68,95.0,,"12+78.,12+78.","18+60.,18+60."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Joe,,GOODACRE,USA,,,69,9.0,,"11 84.,11 84.","20 58.,20 58."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Ludovico,,FOSSALI,ITA,,,70,42.0,,"10+90.,10+90.","21+55.,21+55."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Chingkheinganba,,MAIBAM,IND,,,71,45.0,,"18+66.,18+66.","14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,George,,SANDERS,NZL,,,72,98.0,,"11 84.,11 84.","18+60.,18+60."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sam,,LAVENDER,AUS,,,73,34.0,,"18+66.,18+66.","13+77.,13+77."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Winai,,RUANGRIT,THA,,,74,49.0,,"18+66.,18+66.","13 80.,13 80."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Damien,,BLOKKER,RSA,,,75,40.0,,"18 73.,18 73.","13+77.,13+77."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Yarden,,PILPEL,ISR,,,76,50.0,,"18+66.,18+66.","12 84.,12 84."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Chia Hsiang,,LIN,TPE,,,77,24.0,,"18 73.,18 73.","13 80.,13 80."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Ben,,ABEL,AUS,,,78,30.0,,"11 84.,11 84.","14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Lucas,,UCHIDA,CAN,,,78,28.0,,"11 84.,11 84.","14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Santiago,,GARCIA,ARG,,,80,90.0,,"18+66.,18+66.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Emmanuel,,ESTRADA DE ARTOLA,MEX,,,81,32.0,,"12+78.,12+78.","13 80.,13 80."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Jan,,KRIZ,CZE,,,81,62.0,,"12+78.,12+78.","13 80.,13 80."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Thattana,,RAKSACHAT,THA,,,83,18.0,,"16 76.,16 76.","12 84.,12 84."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Felipe,,HO FOGANHOLO,BRA,,,84,33.0,,"9 93.,9 93.","14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sahil,,KHAN,IND,,,85,44.0,,"10+90.,10+90.","13+77.,13+77."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Gaurav,,KUMAR,IND,,,86,46.0,,"13+77.,13+77.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Hritik,,MARNE,IND,,,87,80.0,,"17 75.,17 75.","11 96.,11 96."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Ka-chun,,YAU,HKG,,,88,35.0,,,"14 70.,14 70."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Marcin,,DZIENSKI,POL,,,89,13.0,,"12+78.,12+78.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Thomas,,WALDIN,NZL,,,89,81.0,,"12+78.,12+78.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Long,,CAO,CHN,,,91,93.0,,"11 84.,11 84.","12 84.,12 84."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Ying-Chieh,,WEN,TPE,,,92,75.0,,"12 83.,12 83.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Emilio,,VALDEZ GARDUÑO,MEX,,,93,47.0,,"9+92.,9+92.","12 84.,12 84."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Calrin,,CURTIS,RSA,,,94,67.0,,"9 93.,9 93.","12 84.,12 84."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,QiXin,,ZHONG,CHN,,,95,79.0,,"11 84.,11 84.","7 98.,7 98."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Sirapob,,JIRAJATURAPAK,THA,,,96,1.0,,"9 93.,9 93.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Javier Iván,,MOLINA FRANCO,MEX,,,96,82.0,,"9 93.,9 93.","11+89.,11+89."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Akmal,,JUMANIYAZOV,UZB,,,98,55.0,,"6+97.,6+97.","10+97.,10+97."
lead,11  - 21 August 2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,Danyil,,BOLDYREV,UKR,,,99,96.0,,"2+98.,2+98.","2 99.,2 99."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nika,53+,POTAPOVA,UKR,3.74,,1,174.0,,"Top1.,Top1.","Top1.,Top1."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Camille,48+,POUGET,FRA,3.74,,2,145.0,,"Top1.,Top1.","Top1.,Top1."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Vanda,47+,MICHALKOVA,SVK,3.74,,3,140.0,,"Top1.,Top1.","Top1.,Top1."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Elisabeth,45+,LARDSCHNEIDER,ITA,6.48,,4,181.0,,"Top1.,Top1.","44+6.,44+6."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Michaela,43+,SMETANOVA,CZE,9.17,,5,179.0,,"Top1.,Top1.","41+10.,41+10."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Maja,41+,MAJCEN,SLO,7.94,,6,158.0,,"Top1.,Top1.","43 9.,43 9."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lucija,37+,TARKUS,SLO,5.29,,7,148.0,,"Top1.,Top1.","46 4.,46 4."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Zoé,37+,EGLI,SUI,5.92,,8,130.0,,"Top1.,Top1.","45+5.,45+5."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lucie,37+,WATILLON,BEL,7.0,,9,182.0,,"Top1.,Top1.","44 7.,44 7."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Julia,37+,LOTZ,AUT,7.48,,10,162.0,,"Top1.,Top1.","43+8.,43+8."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nikola,37+,KRÁLÍKOVÁ,CZE,9.17,,11,165.0,,"Top1.,Top1.","41+10.,41+10."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Daria,35,FURMANOVA,RUS,9.17,,12,183.0,,"Top1.,Top1.","41+10.,41+10."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jana,,RAUTH,AUT,10.75,,13,154.0,,"Top1.,Top1.","39 16.,39 16."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Liv,,EGLI,SUI,14.07,,14,184.0,,"40+16.,40+16.","41+10.,41+10."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mia,,GLÜCK,AUT,17.03,,15,152.0,,"41 14.,41 14.","36 20.,36 20."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Emma,,BERNHARD,GER,19.04,,16,172.0,,"41 14.,41 14.","33+24.,33+24."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lola,,SAUTIER,FRA,19.6,,17,149.0,,"35+32.,35+32.","41+10.,41+10."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Stephanie,,LEITNER,AUT,19.69,,18,142.0,,"39+22.,39+22.","39 16.,39 16."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Morgane,,DAELE,BEL,20.71,,19,171.0,,"40 18.,40 18.","35+21.,35+21."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Betka,,DEBEVEC,SLO,20.71,,19,153.0,,"40 18.,40 18.","35+21.,35+21."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mona,,JENEWEIN,AUT,21.13,,21,168.0,,"39+22.,39+22.","36+19.,36+19."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Joëlle,,NIEDERBERGER,SUI,21.39,,22,139.0,,"36+30.,36+30.","39+15.,39+15."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Agathe,,CALLIET,FRA,22.08,,23,133.0,,"40 18.,40 18.","33+24.,33+24."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lisa,,CHERBLANC,FRA,22.95,,24,144.0,,"40 18.,40 18.","32+27.,32+27."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Maria,,BENACH ZUBERO,ESP,23.33,,25,132.0,,"40+16.,40+16.","29+31.,29+31."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Emily,,PHILLIPS,GBR,24.56,,26,175.0,,"35 33.,35 33.","37+18.,37+18."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Rut,,MONSECH GASCA,ESP,27.85,,27,136.0,,"39+22.,39+22.","29+31.,29+31."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Pia,,ČULJAK,CRO,28.94,,28,151.0,,"35 33.,35 33.","33+24.,33+24."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Charlène,,TILBORGHS,BEL,29.48,,29,157.0,,"36+30.,36+30.","30+28.,30+28."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Tereza,,ŠIRŮČKOVÁ,CZE,29.57,,30,178.0,,"39 26.,39 26.","29+31.,29+31."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Hannah,,SEIBL,AUT,30.66,,31,167.0,,"39+22.,39+22.","25+39.,25+39."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Eliška,,BULENOVÁ,CZE,30.67,,32,138.0,,"38+28.,38+28.","29+31.,29+31."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Katherine,,MACDOUGALL,GBR,31.1,,33,173.0,,"39 26.,39 26.","27+36.,27+36."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Christina,,KAUTZNER,GER,32.25,,34,147.0,,"34+35.,34+35.","30+28.,30+28."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Emma Stöver,,WOLLEBAEK,NOR,33.82,,35,141.0,,"17+52.,17+52.","35+21.,35+21."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Iuliia,,OVCHINNIKOVA,RUS,34.64,,36,143.0,,"32+40.,32+40.","30 30.,30 30."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Federica,,MABBONI,ITA,34.71,,37,164.0,,"34+35.,34+35.","29+31.,29+31."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Anastasiia,,TISHCHENKO,UKR,35.01,,38,134.0,,"38+28.,38+28.","24+43.,24+43."
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Vana,,PICCINI,CRO,38.21,,39,135.0,,"34+35.,34+35.","25+39.,25+39."
